GunPointAgeSpan,GRAILClassifier (GRAILClassifier),TEST,20,MILLISECONDS,Generated by run_classification_experiment on 09/01/2025, 16:49:13. Encoder dictionary: {'1': 0, '2': 1}
{'classifier': 'svm'}
0.7120253164556962,273383,7957,2582,167936,2,N/A,-1,-1
1,1,,0.3258697823715906,0.6741302176284091
1,1,,0.23102301055160684,0.7689769894483931
1,1,,0.339266888170898,0.660733111829102
0,0,,0.607052488409483,0.3929475115905169
1,0,,0.5463635346386422,0.4536364653613579
1,1,,0.29884029998124745,0.7011597000187525
0,1,,0.37858885440555956,0.6214111455944403
0,0,,0.7715931741431865,0.22840682585681335
0,1,,0.3042591822062576,0.6957408177937424
0,0,,0.8217690336981954,0.17823096630180468
0,0,,0.7101871037891108,0.2898128962108895
1,0,,0.5,0.5
1,0,,0.6605752322842801,0.33942476771571994
1,1,,0.08823384429258542,0.9117661557074146
1,1,,0.3833662086383834,0.6166337913616167
1,0,,0.6108070334409617,0.38919296655903823
1,1,,0.23534396084962617,0.7646560391503736
0,1,,0.34006596249169607,0.6599340375083043
1,0,,0.6228646564923955,0.3771353435076046
0,1,,0.38076277779507783,0.6192372222049223
0,1,,0.3713325186083623,0.6286674813916379
0,1,,0.4416565222783779,0.5583434777216223
1,1,,0.31360678066888237,0.6863932193311174
1,1,,0.2211891345622921,0.7788108654377078
1,1,,0.20517208546176866,0.7948279145382312
1,1,,0.13898773426047795,0.861012265739522
1,1,,0.21432586844456641,0.7856741315554335
1,1,,0.39585924647112514,0.6041407535288749
0,0,,0.6071239861336114,0.39287601386638865
0,0,,0.6111167503920336,0.3888832496079664
1,1,,0.12368468694163968,0.8763153130583603
1,0,,0.5727304917321359,0.42726950826786425
0,0,,0.9196337301794841,0.0803662698205159
0,0,,0.9115383130580971,0.08846168694190291
1,1,,0.22891250686973008,0.77108749313027
0,1,,0.38930154147283613,0.6106984585271641
1,1,,0.31663212992096207,0.6833678700790379
1,1,,0.08195792670275753,0.9180420732972424
1,1,,0.36335670287345556,0.6366432971265443
1,1,,0.1430001953757025,0.8569998046242975
1,1,,0.1101061180157644,0.8898938819842357
0,0,,0.5649275139168174,0.4350724860831826
0,0,,0.9243808727262013,0.07561912727379838
1,1,,0.14251799738585244,0.8574820026141475
0,0,,0.5729884080311749,0.4270115919688249
1,1,,0.17704920332686647,0.8229507966731335
0,0,,0.6814064909828128,0.31859350901718714
0,0,,0.5980857899775773,0.40191421002242267
0,0,,0.6544720559542898,0.3455279440457102
1,1,,0.09410647931487269,0.9058935206851273
0,0,,0.6396315424318506,0.36036845756814934
1,0,,0.54216764967743,0.45783235032256986
0,1,,0.4889451441892692,0.5110548558107308
1,1,,0.07553484101401438,0.9244651589859856
1,1,,0.22579347185096196,0.7742065281490381
0,1,,0.4383266835397704,0.5616733164602298
0,0,,0.6970932001731137,0.30290679982688606
1,1,,0.1282704097231927,0.8717295902768072
0,0,,0.5,0.5
0,0,,0.5844625831172803,0.4155374168827198
0,0,,0.6986297251631306,0.30137027483686923
0,0,,0.9256395994679625,0.07436040053203746
0,1,,0.4595365612528591,0.5404634387471408
1,1,,0.10113652761379567,0.8988634723862042
0,1,,0.40696863734241534,0.5930313626575846
0,0,,0.77578207818152,0.22421792181847985
