0_Absolute energy,0_Area under the curve,0_Autocorrelation,0_Average power,0_Centroid,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_Fundamental frequency,0_Histogram mode,0_Human range energy,0_Interquartile range,0_Kurtosis,0_LPCC_0,0_LPCC_1,0_LPCC_10,0_LPCC_11,0_LPCC_2,0_LPCC_3,0_LPCC_4,0_LPCC_5,0_LPCC_6,0_LPCC_7,0_LPCC_8,0_LPCC_9,0_MFCC_0,0_MFCC_1,0_MFCC_10,0_MFCC_11,0_MFCC_2,0_MFCC_3,0_MFCC_4,0_MFCC_5,0_MFCC_6,0_MFCC_7,0_MFCC_8,0_MFCC_9,0_Max,0_Max power spectrum,0_Maximum frequency,0_Mean,0_Mean absolute deviation,0_Mean absolute diff,0_Mean diff,0_Median,0_Median absolute deviation,0_Median absolute diff,0_Median diff,0_Median frequency,0_Min,0_Negative turning points,0_Neighbourhood peaks,0_Peak to peak distance,0_Positive turning points,0_Power bandwidth,0_Root mean square,0_Signal distance,0_Skewness,0_Slope,0_Spectral centroid,0_Spectral decrease,0_Spectral distance,0_Spectral entropy,0_Spectral kurtosis,0_Spectral positive turning points,0_Spectral roll-off,0_Spectral roll-on,0_Spectral skewness,0_Spectral slope,0_Spectral spread,0_Spectral variation,0_Spectrogram mean coefficient_0.0Hz,0_Spectrogram mean coefficient_12.5Hz,0_Spectrogram mean coefficient_16.67Hz,0_Spectrogram mean coefficient_20.83Hz,0_Spectrogram mean coefficient_25.0Hz,0_Spectrogram mean coefficient_29.17Hz,0_Spectrogram mean coefficient_33.33Hz,0_Spectrogram mean coefficient_37.5Hz,0_Spectrogram mean coefficient_4.17Hz,0_Spectrogram mean coefficient_41.67Hz,0_Spectrogram mean coefficient_45.83Hz,0_Spectrogram mean coefficient_50.0Hz,0_Spectrogram mean coefficient_8.33Hz,0_Standard deviation,0_Sum absolute diff,0_Variance,0_Wavelet absolute mean_12.5Hz,0_Wavelet absolute mean_2.78Hz,0_Wavelet absolute mean_25.0Hz,0_Wavelet absolute mean_3.12Hz,0_Wavelet absolute mean_3.57Hz,0_Wavelet absolute mean_4.17Hz,0_Wavelet absolute mean_5.0Hz,0_Wavelet absolute mean_6.25Hz,0_Wavelet absolute mean_8.33Hz,0_Wavelet energy_12.5Hz,0_Wavelet energy_2.78Hz,0_Wavelet energy_25.0Hz,0_Wavelet energy_3.12Hz,0_Wavelet energy_3.57Hz,0_Wavelet energy_4.17Hz,0_Wavelet energy_5.0Hz,0_Wavelet energy_6.25Hz,0_Wavelet energy_8.33Hz,0_Wavelet entropy,0_Wavelet standard deviation_12.5Hz,0_Wavelet standard deviation_2.78Hz,0_Wavelet standard deviation_25.0Hz,0_Wavelet standard deviation_3.12Hz,0_Wavelet standard deviation_3.57Hz,0_Wavelet standard deviation_4.17Hz,0_Wavelet standard deviation_5.0Hz,0_Wavelet standard deviation_6.25Hz,0_Wavelet standard deviation_8.33Hz,0_Wavelet variance_12.5Hz,0_Wavelet variance_2.78Hz,0_Wavelet variance_25.0Hz,0_Wavelet variance_3.12Hz,0_Wavelet variance_3.57Hz,0_Wavelet variance_4.17Hz,0_Wavelet variance_5.0Hz,0_Wavelet variance_6.25Hz,0_Wavelet variance_8.33Hz,0_Zero crossing rate,label
57404880.0,276.735,5.0,249586434.7826087,0.14708368138736638,4.0,19.0,33.0,2191.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,157.2,0.7195253559191171,2064.0,-1.3349188346258465,0.000295896523526166,1.200796648065972,0.42575527124328466,1.2007966480659718,0.42575527124328466,0.33690153913079374,0.26218076178683347,0.5880518495969718,0.19707074474485864,0.5880518495969717,0.26218076178683347,0.3369015391307938,17.734597192000113,-4.100973787438407,-144.75776641231988,-85.70949668233291,9.016685707054096,40.98372933234812,224.77889414982835,-11.657266351186147,-8.515019451151755,-102.22069885844566,-49.45030591947997,-253.43077031272176,2954.0,0.15929046781150374,33.333333333333336,1159.3333333333333,913.0277777777777,302.9130434782609,4.6521739130434785,939.0,901.5,234.0,4.0,4.166666666666667,10.0,3.0,1.0,2944.0,3.0,20.833333333333336,1546.567166339697,6967.29415409419,0.360363804195391,74.84869565217392,6.699880724617003,-2.1662461040340744,-286030.2439690133,0.16333417707576103,6.517566207182274,2.0,33.333333333333336,0.0,2.0521224866410273,-0.005791686100340991,10.87856799664492,0.0994213435115775,4690.727901234573,2653.729938271162,14965.882469135802,2430.4870870374284,3449.7510562414272,194.658898092095,755.0528395061726,937.3744787384414,208454.4190630666,828.9660315542469,585.6455965226361,9.541234567901329,11272.909085043828,1023.6289475304137,6967.0,1047816.2222222224,116.661506972146,2649.824691091066,22.010639267337172,2259.941508235653,1830.8919792047025,1384.484924339314,958.1762336167758,589.3877036873693,307.83110332810264,762.4303495082893,3961.144906316624,349.0569723676177,3825.949357724682,3623.156332024651,3316.5036407140956,2867.087697408121,2245.1303650813015,1480.025515719808,2.0290728983515414,753.452142237528,2944.333214043933,348.3623138594228,3087.159352418898,3126.515051422943,3013.7016927936,2702.2379928424093,2166.3869670380286,1447.6586403587992,567690.1306423201,8669098.075322276,121356.30171749099,9530552.867227469,9775096.366774209,9082397.893147012,7302090.169960973,4693232.490952228,2095715.539005487,0.0,1
79710713.0,308.625,5.0,346568317.3913043,0.142696577560409,4.0,19.0,48.0,2794.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,209.0,0.6685664704089723,2335.0,-1.1032378271632521,0.06496188320018825,1.3235024703451597,0.6303442269819276,1.3235024703451597,0.6303442269819275,0.23000669596226123,0.442202550046863,0.4007569598978319,0.023745145487388486,0.4007569598978319,0.442202550046863,0.23000669596226136,28.40135883652892,22.244216718138684,-19.93663578205699,60.30445997954138,-31.482446111913745,135.8240972925862,181.43958753613035,-115.67568068529415,-226.59368528809657,-166.43547189156448,-93.4011076897872,-232.18802130920747,3857.0,0.179028714194173,33.333333333333336,1291.4583333333333,1138.3680555555554,358.9130434782609,2.217391304347826,814.5,765.5,238.0,-9.0,4.166666666666667,17.0,4.0,1.0,3840.0,4.0,16.666666666666668,1822.4378475913338,8255.189584789254,0.6361383347676757,74.31434782608697,6.47975951415723,-1.8391920066043645,-342913.7157727442,0.19684753444303058,7.862204907892557,2.0,33.333333333333336,0.0,2.2672381112151023,-0.0058613508350799075,10.392945048324936,0.05969117444358829,6135.675933641982,2096.98337676633,17344.95771990741,4272.489106759896,5111.400628000688,38.850424516951335,459.8970987654316,556.511846570433,314691.1945397713,544.5681683696926,940.6260374052247,80.00308641975344,56851.21627693207,1285.8518894480897,8255.0,1653415.081597222,91.53489071898021,3069.519609321238,16.885283713254314,2615.4957210013094,2106.7837152465086,1569.700972254451,1053.3215461461448,609.8637775394142,284.7775583202089,1102.5522509026666,4570.019566803085,433.1927826798309,4454.902689316543,4279.637973289259,4005.3440989632372,3584.0922534124006,2961.2958685120034,2098.49508010564,2.049250810186445,1098.7460260458745,3385.7241779205006,432.8635745356937,3606.2917387121647,3725.152823655899,3684.9450754119875,3425.8182966110558,2897.816314694846,2079.08233206498,1207242.8297516014,11463128.20895545,187370.87415981808,13005340.104703607,13876763.559591517,13578820.208803058,11736231.001395075,8397339.393711617,4322583.343504757,0.0,1
113864599.0,395.9949999999999,5.0,495063473.91304344,0.15441039290886185,4.0,19.0,82.0,3265.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,226.55,0.7441395182014834,3033.75,-1.522882577620195,0.03949952510243685,1.5263250588781239,0.5686853047740164,1.526325058878124,0.5686853047740164,0.420303406148094,0.4343736719855339,0.2572255411306248,0.0644681176829764,0.2572255411306246,0.4343736719855339,0.420303406148094,41.65872167049063,7.011974330940114,-201.52577487403948,-41.13972413556955,66.28283544041314,134.10122933516402,-132.28244181905475,-33.92730808504303,-158.80209376685346,-69.98219709714047,-42.45328674163587,-154.23577395840383,3809.0,0.1754037921535072,25.0,1676.7916666666667,1258.2916666666667,308.7391304347826,19.782608695652176,1649.0,1477.5,134.0,-11.0,0.0,38.0,2.0,0.0,3771.0,2.0,8.333333333333334,2178.1547905662414,7101.34443538554,0.21347004962253224,131.79,4.639929184707475,-2.7627882020588928,-408326.7965939593,0.09646691043818297,12.947261959886369,2.0,25.0,0.0,3.049470213914672,-0.006443626807477192,8.843555151764846,0.07421425625646172,5575.525933641971,1500.625363431381,3965.5295254629677,37.09680231822532,2098.219424296982,1378.0375974241313,974.9548765432107,137.2685430329535,436892.89984001656,78.39285769473574,108.24789544326545,165.4081790123454,32993.18610921197,1390.2258803028697,7101.0,1932727.9982638888,236.95462662014697,3560.9331365829744,73.44699162504226,3034.9723463275345,2471.5406062644497,1897.0549795139457,1352.7922914454718,875.9530081421748,500.055933833826,1035.5502916102823,5594.973933655302,319.3025826579102,5401.21797620598,5103.697577453614,4654.599883944326,4009.813727422495,3140.889833537973,2086.879608375528,2.012212634244331,1008.07584604406,4315.494005912606,310.74053278135847,4467.896427125159,4465.334925141881,4250.468501743765,3774.7263668816568,3016.2717506797812,2026.0825656648788,1016216.9113774473,18623488.51506763,96559.67871324252,19962098.483517762,19939215.993691847,18066482.484315883,14248559.144831592,9097895.273948872,4105010.562891178,0.0,1
84651433.0,319.91499999999996,4.0,368049708.6956522,0.1445118636089716,4.0,19.0,82.0,2839.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,239.6,0.6818307884168922,2324.0,-1.2334082312202488,0.03760487979990042,1.6061926108639106,0.6548483024735399,1.6061926108639106,0.6548483024735398,0.42250741092576516,0.1178721566097051,0.09524180546534283,0.003625400993137906,0.0952418054653427,0.1178721566097051,0.42250741092576505,29.174481549429082,66.91224721709628,30.47056913979082,39.39448985949932,46.992746324138274,33.853595740743295,3.9014086446598073,-136.74672753774811,-246.7342467864156,-293.82637473132434,-148.48478119589828,70.5087046803829,3614.0,0.1922126185616076,29.166666666666668,1350.7916666666667,1157.5069444444446,355.0869565217391,10.304347826086957,761.5,683.5,265.0,-8.0,4.166666666666667,62.0,3.0,0.0,3552.0,3.0,8.333333333333334,1878.0689661635608,8167.672534975682,0.6152750770698371,83.36652173913045,5.5958544790923375,-1.9874287746185089,-360397.39555339783,0.20249684507809668,10.569362655672203,2.0,29.166666666666668,0.0,2.709051163492454,-0.006141092208814731,9.47004089987213,0.02954899184118398,3983.3629706790075,3756.767442562519,8296.16134645062,110.38220844750803,39.941162980109695,160.76320955198392,282.8479629629635,380.9567005273301,331468.7169798182,293.0574555639599,224.7895624874418,89.30250000000001,93344.94924796822,1304.8007184741107,8167.0,1702504.9149305553,117.69728794677239,3087.1033795611706,40.149646448528735,2627.8171147084745,2118.652681497999,1584.8044907408264,1072.9773902534353,632.5677562732394,308.39090905717757,1257.5418447600568,4644.4871603284455,377.36874837784126,4518.762008859916,4333.688810583918,4057.0040931972653,3654.1574877364305,3083.015765298772,2282.8179693092316,2.054001142432021,1252.0219006600887,3470.02214781949,375.2268355839127,3676.110349861785,3780.498581161166,3734.658878444868,3493.076933762718,3017.4234443982523,2261.891449254807,1567558.839732501,12041053.706357786,140795.17814231664,13513787.304360935,14292169.522161588,13947676.938347079,12201586.46518515,9104844.242804212,5116152.92821201,0.0,1
57258258.0,254.53000000000003,4.0,248948947.82608694,0.14515059102915776,4.0,19.0,83.0,2249.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,0.9818246423345389,4.166666666666667,179.7,0.6478425846684035,2027.75,-1.2090255450629324,0.07276745243299823,1.6388958564021703,0.98416389162995,1.6388958564021703,0.98416389162995,0.11182428900176689,0.039006636410881326,0.2906358239642769,0.07031803570669651,0.2906358239642769,0.039006636410881326,0.11182428900176691,53.752222901520305,121.7179939340689,128.7400914640488,-356.52684505510325,-41.119552493281965,-60.412372027230276,35.232765500105295,-4.73727646712391,-104.07332157767593,-392.8364583544585,-288.99915964976583,113.38206592163425,3081.0,0.18663392076188706,20.833333333333336,1069.1666666666667,1004.4583333333334,271.6521739130435,-6.086956521739131,466.0,420.0,144.0,-8.0,4.166666666666667,27.0,1.0,0.0,3054.0,1.0,8.333333333333334,1544.590803416879,6248.240048346538,0.6709619049587955,60.807826086956524,4.994096082012854,-1.9016121529523153,-296407.49495861266,0.19052060465783718,13.876390555014133,4.0,20.833333333333336,0.0,3.110139633341379,-0.006331538822395931,8.456930791497012,0.04007399265858036,3384.0074382716,7565.627063545805,5452.227839506174,816.2209777733821,96.7266117969824,239.2773738390977,19.234999999999975,55.44198309342953,240654.60138397288,246.2247642506689,136.86862518276848,76.17410493827187,60127.74090790295,1114.7391573318346,6248.0,1242643.3888888888,76.52894154920621,2519.43751817201,17.52383650725363,2148.2534148971176,1734.7977598186235,1300.3403798107327,882.0494626574888,516.4314661451814,239.47517430280172,1080.7193006090565,3790.347539672955,303.3807819967015,3710.9247404760963,3589.0812417837715,3397.709774028029,3104.080468158453,2658.668108445044,1981.8823573952798,2.0601009443241347,1078.0062744781621,2831.813740967454,302.8742545001096,3025.883291678722,3141.970861203589,3139.0359356272556,2976.1223594181133,2608.028882439358,1967.361003844316,1162097.5278142865,8019169.063532087,91732.81403899717,9155969.694860457,9871980.892652422,9853546.60515928,8857304.298228437,6801814.651637885,3870509.3194473144,0.0,1
95853002.0,345.99000000000007,5.0,416752182.6086956,0.14713073983848726,4.0,19.0,98.0,3127.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,222.25,0.6911197487053995,2603.75,-1.4461139720412328,0.0019457832949508758,1.663045356430952,1.2095257443625909,1.663045356430952,1.2095257443625909,0.20873603121028977,0.0529529010508068,0.2080215344662542,0.2774177095526891,0.2080215344662542,0.0529529010508068,0.20873603121028977,59.65672299494247,152.19981820286912,-134.8883567092215,-187.2047154141432,-65.9877016740689,8.93270787315648,-32.055699414601555,-23.27523564782662,-156.93158467796258,-370.5815597151685,-78.62684693395407,-115.02346289298195,3742.0,0.18660036571032676,16.666666666666668,1452.25,1250.6041666666667,319.9130434782609,5.565217391304348,905.0,816.0,284.0,-31.0,0.0,37.0,3.0,0.0,3705.0,3.0,8.333333333333334,1998.4681842184361,7358.19818300776,0.4479078117697218,96.39565217391304,3.963398196002169,-2.443500650184594,-378860.47718709806,0.12132688643802118,21.18751341247915,2.0,16.666666666666668,0.0,3.9608308813022446,-0.006657737713792719,7.569295331360134,0.05010359374884499,6511.593364197531,1470.9480990419463,6982.396496913588,1446.7473554636642,515.808595679013,215.84483289179948,17.72450617283941,75.27024972348734,393038.53244103584,148.68992796862383,212.38674406542296,94.30567901234618,60476.75041153755,1372.896580530862,7358.0,1884845.0208333333,143.15801513696059,3317.100995300252,30.247707184834994,2828.543294034085,2290.7208697208957,1730.8250421691998,1195.4262448727916,730.0509098162665,374.8007873106735,1162.2064154047252,5071.626208180596,284.5893758315574,4938.48422941848,4730.273578220916,4405.074966170752,3917.1569708890675,3216.4976358361996,2266.5758448993925,2.0322191414241364,1153.3557710914472,3836.434983481718,282.9773649008979,4048.2056911661307,4138.609189309864,4050.7937655457404,3730.2915204651435,3132.552108172552,2235.372548483293,1330229.5347099465,14718233.38248237,80076.18904625591,16387969.317989849,17128086.021840047,16408930.130984237,13915074.827654153,9812882.7104163,4996890.430512693,0.0,1
92390713.0,332.06500000000005,5.0,401698752.173913,0.14439138552811037,4.0,19.0,32.0,3062.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,0.9818246423345389,4.166666666666667,205.65,0.6672011671220546,2731.25,-1.2966128549824987,0.10171376436999771,1.4221015925443123,0.6525420327131154,1.4221015925443123,0.6525420327131153,0.2662306804941684,0.3748066504772179,0.43771726832275637,0.03818991684817592,0.4377172683227564,0.3748066504772179,0.26623068049416854,33.68006627836964,25.28508010019171,-75.5122033152058,61.171563915825914,-34.5263608880008,146.36838379353392,173.92006820914366,-79.29276545546476,-186.7515766451542,-287.2537501244621,-45.43328009130799,-269.37236564735485,3923.0,0.1774577392775186,25.0,1388.2083333333333,1247.1597222222222,363.7826086956522,3.347826086956522,894.5,872.0,225.0,0.0,4.166666666666667,10.0,1.0,1.0,3913.0,2.0,12.5,1962.0430784431485,8368.263236367566,0.5507520760237393,83.84739130434784,5.8669285775869415,-1.9237855897080798,-370733.70660672145,0.1726399900027246,8.710024315917387,3.0,25.0,0.0,2.399962363756431,-0.006055301724895558,9.554023211833261,0.0655388281886633,7372.607415123464,4288.183400816597,19910.19795138889,4552.926674496742,3738.519249399865,64.22307166914572,452.25746913580247,280.66249124444596,374401.52306276315,552.6599585531678,1002.692587590111,0.1304012345679195,56840.70365855928,1386.5390960699795,8367.0,1922490.6649305557,98.70671606333394,3291.4990754133837,16.215793834176047,2806.281860638124,2264.282406618858,1693.5773407645527,1144.913750316369,670.4177441946915,315.86018324542647,1168.3458012418628,4950.324616705436,432.8140264649053,4830.844671550775,4642.997252469986,4343.133020471436,3878.7946555472854,3192.0879562593595,2246.7478959679083,2.0472556218631244,1164.1687573043191,3697.5326431706662,432.510149632458,3932.1549256487788,4053.448984447707,3999.324971086771,3705.970923285649,3120.8917906209044,2224.434411862123,1355288.8954834824,13671747.647312654,187065.02953509125,15461842.359303953,16430448.669520149,15994600.224358201,13734220.484238686,9739965.568764955,4948108.452676388,0.0,1
77510969.0,314.87,5.0,337004213.04347825,0.1489713325606857,4.0,19.0,47.0,2742.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,184.45,0.6993400256726391,2628.5,-1.3869650427656592,0.029502814149341784,1.4204800632856718,0.6279827341445967,1.4204800632856722,0.6279827341445966,0.022306496604501458,0.5726518279645122,0.5667756917991964,0.015373871221326421,0.5667756917991964,0.5726518279645122,0.02230649660450138,39.954235825980696,28.581733875131768,-106.54364279010287,-20.42448319793386,-124.79016010422497,191.45524657686187,155.3269314871053,-112.20865292690341,-39.67303736246639,-164.29371363079025,-76.92211032357247,-297.7727019882571,3442.0,0.16377076405716942,29.166666666666668,1317.875,1089.6770833333333,343.4782608695652,7.565217391304348,974.0,928.0,227.0,11.0,4.166666666666667,13.0,3.0,0.0,3429.0,3.0,16.666666666666668,1797.115385369936,7900.342104619582,0.4222374362241543,88.5795652173913,6.161154838269891,-2.094233589939766,-336540.33901250974,0.1643423493630348,8.762934167794832,2.0,29.166666666666668,0.0,2.417178946122953,-0.005962183963272824,10.32569608971984,0.07876098910916629,6332.180625,5394.5680593504785,18761.400914351852,3585.3429558630614,4467.195003858024,27.05423785864286,153.17796296296325,118.05783956927638,301554.59714092367,546.4576017899612,932.7296969903838,129.58027777777812,19695.67643370385,1221.813894465247,7900.0,1492829.1927083333,123.76405253938914,3021.5891077993497,20.93523907269478,2578.998620897714,2092.9029517485233,1588.187097939103,1105.2814219667962,681.8149962699521,349.7047174193133,945.1670348650617,4594.5177324773595,398.53960827356764,4458.504724545331,4245.8374829029335,3914.4907749997883,3420.1278397315436,2725.2171681234913,1840.8261361034006,2.03534018816371,937.0289126247067,3461.1547867261324,397.9893655963911,3636.8984715277284,3694.1701592896125,3577.834508400048,3236.6073932996283,2638.5482607480253,1807.3039240747678,878023.1830946401,11979592.45767722,158395.53512781786,13227030.492200727,13646893.16578584,12800899.769498214,10475627.418361815,6961936.924296428,3266347.4739760538,0.0,1
100503830.0,349.5,5.0,436973173.91304344,0.1506892127394548,4.0,19.0,91.0,2943.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,228.05,0.6818663576679579,2773.0,-1.364154446448412,0.006660858076536454,1.595701574012042,0.7474785836128854,1.595701574012042,0.7474785836128854,0.30851825717479664,0.44402685335659103,0.13805675479339702,0.6123876875127227,0.13805675479339713,0.44402685335659103,0.3085182571747966,47.32971394250864,66.15998801896566,142.00008152467456,-93.00674663796431,115.66260129814432,-60.637037436791445,-212.8366981842812,160.17463311674084,-112.12899544001931,-186.51873723551148,-458.90146880074695,-134.0871981816181,3972.0,0.1823163451507506,25.0,1471.9166666666667,1296.6458333333333,334.0869565217391,10.0,759.0,687.0,244.0,12.0,4.166666666666667,31.0,2.0,0.0,3941.0,2.0,8.333333333333334,2046.3771850109483,7684.281853646095,0.5245353099406755,103.55043478260872,4.739991664957632,-2.2162262367440215,-387562.4774288748,0.14078771530706094,13.645254677435398,2.0,25.0,0.0,3.110303269939334,-0.00641195868185956,8.497075235757622,0.051475465859788794,5905.922499999993,8960.83080013654,10232.32810185186,608.1271129913532,784.1675120027431,469.13616834540284,585.3267283950623,279.2725006179195,426698.6489772842,2.324601311120722,155.8035455627612,144.53382716049407,60326.73879717995,1421.6613203299237,7684.0,2021120.909722222,141.27222094198729,3316.1175889766673,32.058638689184995,2830.656161286281,2301.3793694285746,1754.90901717248,1231.8150239234926,766.5341527714914,392.9136885395824,1233.7701554434493,5162.37092768072,335.97345850158376,5036.646733713245,4833.178303304912,4510.316636603618,4025.510113878812,3329.966756112804,2373.810821328977,2.038763848206766,1225.655316984784,3956.442560058553,334.44044089032013,4165.956794878737,4250.090058987678,4154.906798457709,3832.409610646671,3240.540693997118,2341.0674165467285,1502230.956053071,15653437.731042678,111850.40850291173,17355196.016796317,18063265.50950589,17263250.50387009,14687363.42377697,10501103.989451325,5480596.648816773,0.0,1
110156334.0,367.05,5.0,478940582.6086956,0.14913389074839764,4.0,19.0,111.0,3081.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.375,0.4166666666666667,1.0,4.166666666666667,236.6,0.6850747771961325,2817.25,-1.33173929830148,0.05614443499205416,1.7166736838309178,0.6676806026119437,1.7166736838309178,0.6676806026119435,0.38842942056467616,0.5161552855547146,0.06160560364943475,0.05829505522638534,0.061605603649434716,0.5161552855547146,0.38842942056467616,52.71796551355851,41.22040307539958,-0.12450075501817709,45.57597318427926,117.09495798325968,9.386369049738404,-31.369102801149733,-192.71456452616073,-106.3053297810721,-223.00987127900353,-325.3990211562222,-139.6704605625726,4105.0,0.18671204390648677,20.833333333333336,1546.4166666666667,1347.3194444444443,345.82608695652175,8.695652173913043,846.5,785.5,273.0,-8.0,0.0,33.0,2.0,0.0,4072.0,2.0,8.333333333333334,2142.392879469123,7954.344965035154,0.5408567711260506,105.39565217391305,4.154588567939404,-2.3547349692001203,-406492.89576914924,0.133671803900685,16.332314692861438,2.0,20.833333333333336,0.0,3.391251902863557,-0.00659722911256423,7.499117376641051,0.05080004499588575,6231.348179012338,7715.57776553978,8250.664768518529,1167.7334252344147,126.59207990397779,393.32447398343186,192.05407407407438,142.2750825397816,461530.94938015833,110.12079880831041,21.884286124485463,56.58382716049413,76203.48389597905,1482.7146532814584,7954.0,2198442.7430555555,147.63452413612123,3495.4130898590006,37.22358568302556,2981.834676626888,2419.704507967583,1837.1279528707084,1279.2131575395133,786.8356986488744,399.84211666141,1301.9665912276178,5394.714082493478,338.4575850356509,5259.504092331954,5045.831047185706,4711.380905067561,4212.196913472345,3496.436468824822,2505.673667638988,2.0397019235296985,1293.5691137144406,4109.139491803096,336.4044315062798,4332.556434545544,4427.803185651385,4338.441069948549,4013.2551047053735,3406.751761408502,2473.56560665836,1673321.0519559633,16885027.363095805,113167.94153706329,18771045.258521996,19605441.05086456,18822070.917416308,16106216.535443738,11605957.56385993,6118526.810443141,0.0,1
